Study_ID,Author_year,Publication_year,Country_firstAuthor,Effect_ID,Species_common,Species_Scientific,Invertebrate_vertebrate,Fish_mollusc,Moisture_loss_in_percent,PFAS_type,PFAS_carbon_chain,linear_total,Choice_of_9,Cooking_method,Cooking_Category,Comments_cooking,Temperature_in_Celsius,Length_cooking_time_in_s,Water,Oil,Oil_type,Volume_liquid_ml,Volume_liquid_ml_0,Ratio_liquid_fish,Weigh_g_sample,Cohort_ID,Cohort_comment,Cohort_comment_2,Nc,Pooled_Nc,Unit_PFAS_conc,Mc,Mc_comment,Sc,sd,Sc_technical_biological,Ne,Pooled_Ne,Me,Me_comment,Se,Se_technical_biological,If_technical_how_many,Unit_LOD_LOQ,LOD,LOQ,Design,DataSource,Raw_data_provided,General_comments,checked
F010,Sungur_2019,2019,Turkey,E507,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOA,8,NA,Yes,Frying,oil-based,in sunflower oil,160,900,No,Yes,sunflower oil,300,300,30,10,C135,Shared control,NA,10,1,ng/g,0.181,NA,0.001,sd,technical,10,1,0.089,NA,0.001,technical,3,ng/g,0.009,0.03,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E508,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOA,8,NA,Yes,Frying,oil-based,in sunflower oil,160,1200,No,Yes,sunflower oil,300,300,30,10,C136,Shared control,NA,10,1,ng/g,0.181,NA,0.001,sd,technical,10,1,0.044,NA,0.001,technical,3,ng/g,0.009,0.03,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E509,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOS,8,linear,Yes,Boiling,water-based,NA,100,600,Yes,No,NA,300,300,30,10,C125,Shared control,NA,10,1,ng/g,0.476,NA,0.001,sd,technical,10,1,0.357,NA,0.001,technical,3,ng/g,0.006,0.02,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E510,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOS,8,linear,Yes,Boiling,water-based,NA,100,900,Yes,No,NA,300,300,30,10,C126,Shared control,NA,10,1,ng/g,0.476,NA,0.001,sd,technical,10,1,0.21,NA,0.001,technical,3,ng/g,0.006,0.02,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E511,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOS,8,linear,Yes,Boiling,water-based,NA,100,1200,Yes,No,NA,300,300,30,10,C127,Shared control,NA,10,1,ng/g,0.476,NA,0.001,sd,technical,10,1,0.092,NA,0.001,technical,3,ng/g,0.006,0.02,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E512,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOS,8,linear,Yes,Baking,No liquid,NA,160,600,No,No,NA,NA,0,NA,NA,C128,Shared control,NA,10,1,ng/g,0.476,NA,0.001,sd,technical,10,1,0.256,NA,0.001,technical,3,ng/g,0.006,0.02,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E513,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOS,8,linear,Yes,Baking,No liquid,NA,160,900,No,No,NA,NA,0,NA,NA,C129,Shared control,NA,10,1,ng/g,0.476,NA,0.001,sd,technical,10,1,0.184,NA,0.001,technical,3,ng/g,0.006,0.02,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E514,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOS,8,linear,Yes,Baking,No liquid,NA,160,1200,No,No,NA,NA,0,NA,NA,C130,Shared control,NA,10,1,ng/g,0.476,NA,0.001,sd,technical,10,1,0.099,NA,0.001,technical,3,ng/g,0.006,0.02,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E515,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOS,8,linear,Yes,Frying,oil-based,in olive oil,160,600,No,Yes,olive oil,300,300,30,10,C131,Shared control,NA,10,1,ng/g,0.476,NA,0.001,sd,technical,10,1,0.344,NA,0.001,technical,3,ng/g,0.006,0.02,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E516,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOS,8,linear,Yes,Frying,oil-based,in olive oil,160,900,No,Yes,olive oil,300,300,30,10,C132,Shared control,NA,10,1,ng/g,0.476,NA,0.001,sd,technical,10,1,0.148,NA,0.001,technical,3,ng/g,0.006,0.02,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E517,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOS,8,linear,Yes,Frying,oil-based,in olive oil,160,1200,No,Yes,olive oil,300,300,30,10,C133,Shared control,NA,10,1,ng/g,0.476,NA,0.001,sd,technical,10,1,0.082,NA,0.001,technical,3,ng/g,0.006,0.02,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E518,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOS,8,linear,Yes,Frying,oil-based,in sunflower oil,160,600,No,Yes,sunflower oil,300,300,30,10,C134,Shared control,NA,10,1,ng/g,0.476,NA,0.001,sd,technical,10,1,0.341,NA,0.001,technical,3,ng/g,0.006,0.02,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E519,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOS,8,linear,Yes,Frying,oil-based,in sunflower oil,160,900,No,Yes,sunflower oil,300,300,30,10,C135,Shared control,NA,10,1,ng/g,0.476,NA,0.001,sd,technical,10,1,0.192,NA,0.001,technical,3,ng/g,0.006,0.02,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E520,Mediterranean sand smelt,Atherina hepsetus,vertebrate,marine fish,NA,PFOS,8,linear,Yes,Frying,oil-based,in sunflower oil,160,1200,No,Yes,sunflower oil,300,300,30,10,C136,Shared control,NA,10,1,ng/g,0.476,NA,0.001,sd,technical,10,1,0.054,NA,0.001,technical,3,ng/g,0.006,0.02,Dependent,Table 3,No,Authors replied,
F011,Taylor_2019,2019,Australia,E521,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,21.47,PFHxS,6,linear,Yes,Baking,oil-based,NA,75,600,No,Yes,olive oil,20,20,0.397693378,50.29,C137,Shared control,Contaminated site,4,4,ng/g,0.9673,NA,1.0026,sd,biological,4,4,1.475,NA,1.743,biological,1,ng/g,0.023508736,0.078362453,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,"ML - check empty fields, why SE/SD field is NA?"
F011,Taylor_2019,2019,Australia,E522,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,21.47,PFOS,8,linear,Yes,Baking,oil-based,NA,75,600,No,Yes,olive oil,20,20,0.397693378,50.29,C137,Shared control,Contaminated site,6,6,ng/g,75.636,NA,133.7,sd,biological,6,6,84.55,NA,130.5,biological,1,ng/g,0.023185477,0.077284922,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E523,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,21.47,PFOS,8,linear,Yes,Baking,oil-based,NA,75,600,No,Yes,olive oil,20,20,0.461041955,43.38,C138,Shared control,Clean site,3,3,ng/g,0.0894,NA,0.0339,sd,biological,3,3,0.121,NA,0.039,biological,1,ng/g,0.023185477,0.077284922,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E524,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,21.47,PFOS_Total,8,total,Yes,Baking,oil-based,NA,75,600,No,Yes,olive oil,20,20,0.397693378,50.29,C137,Shared control,Contaminated site,6,6,ng/g,83.476,NA,141.79,sd,biological,6,6,106.508,NA,164.5,biological,1,ng/g,0.023185477,0.077284922,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E525,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,21.47,PFOS_Total,8,total,Yes,Baking,oil-based,NA,75,600,No,Yes,olive oil,20,20,0.461041955,43.38,C138,Shared control,Clean site,5,5,ng/g,0.0969,NA,0.0349,sd,biological,5,5,0.11,NA,0.031,biological,1,ng/g,0.023185477,0.077284922,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E526,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,21.47,PFDS,10,linear,Yes,Baking,oil-based,NA,75,600,No,Yes,olive oil,20,20,0.397693378,50.29,C137,Shared control,Contaminated site,2,2,ng/g,0.1391,NA,0.0247,sd,biological,2,2,0.376,NA,0.024,biological,1,ng/g,0.030122517,0.10040839,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E527,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,21.47,FOSA,8,NA,Yes,Baking,oil-based,NA,75,600,No,Yes,olive oil,20,20,0.397693378,50.29,C137,Shared control,Contaminated site,2,2,ng/g,0.0749,<LOQ,NA,Not available bacause Mc/Me is  below LOD/LOQ,NA,2,2,0.199,NA,0.012,biological,1,ng/g,0.034582913,0.115276378,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E528,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,18.64,PFHxS,6,linear,Yes,Frying,oil-based,NA,82,120,No,Yes,olive oil,40,40,0.769674812,51.97,C140,Shared control,Contaminated site,5,5,ng/g,0.7841,NA,0.9602,sd,biological,5,5,0.841,NA,1.042,biological,1,ng/g,0.023508736,0.078362453,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E529,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,18.64,PFOS,8,linear,Yes,Frying,oil-based,NA,82,120,No,Yes,olive oil,40,40,0.769674812,51.97,C139,Shared control,Contaminated site,6,6,ng/g,75.636,NA,133.7,sd,biological,6,6,70.843,NA,106,biological,1,ng/g,0.023185477,0.077284922,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E530,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,18.64,PFOS,8,linear,Yes,Frying,oil-based,NA,82,120,No,Yes,olive oil,40,40,0.92208391,43.38,C140,Shared control,Clean site,2,2,ng/g,0.109,NA,0.0014,sd,biological,2,2,0.201,NA,0.073,biological,1,ng/g,0.023185477,0.077284922,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E531,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,18.64,PFOS_Total,8,total,Yes,Frying,oil-based,NA,82,120,No,Yes,olive oil,40,40,0.769674812,51.97,C139,Shared control,Contaminated site,6,6,ng/g,83.476,NA,141.79,sd,biological,6,6,87.246,NA,130.3,biological,1,ng/g,0.023185477,0.077284922,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E532,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,18.64,PFOS_Total,8,total,Yes,Frying,oil-based,NA,82,120,No,Yes,olive oil,40,40,0.92208391,43.38,C140,Shared control,Clean site,4,4,ng/g,0.1086,NA,0.0268,sd,biological,4,4,0.152,NA,0.118,biological,1,ng/g,0.023185477,0.077284922,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E533,Dusky flathead,Platycephalus fuscus,vertebrate,marine fish,18.64,FOSA,8,NA,Yes,Frying,oil-based,NA,82,120,No,Yes,olive oil,40,40,0.769674812,51.97,C139,Shared control,Contaminated site,4,4,ng/g,0.107,NA,0.0397,sd,biological,4,4,0.254,NA,0.132,biological,1,ng/g,0.034582913,0.115276378,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E534,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFHxA,6,linear,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,45.33091568,11.03,C141,NA,Contaminated site,3,3,ng/g,0.1513,NA,0.0306,sd,biological,3,3,0.073,NA,0.021,biological,1,ng/g,0.028099467,0.093664888,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E535,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFHpA,7,NA,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,45.33091568,11.03,C141,NA,Contaminated site,6,6,ng/g,0.207,NA,0.1445,sd,biological,6,6,0.109,NA,0.052,biological,1,ng/g,0.01867491,0.0622497,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E536,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFOA,8,NA,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,45.33091568,11.03,C141,NA,Contaminated site,6,6,ng/g,0.4279,NA,0.2601,sd,biological,6,6,0.232,NA,0.107,biological,1,ng/g,0.014519809,0.048399364,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E537,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFOA,8,NA,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,40.48582996,12.35,C142,NA,Clean site,4,4,ng/g,0.0433,NA,0.0137,sd,biological,4,4,0.071,NA,0.066,biological,1,ng/g,0.014519809,0.048399364,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E538,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFUnDA,11,NA,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,45.33091568,11.03,C141,NA,Contaminated site,4,4,ng/g,0.1128,NA,0.0093,sd,biological,4,4,0.058,<LOQ,NA,NA,1,ng/g,0.026755217,0.089184057,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E539,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFUnDA,11,NA,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,40.48582996,12.35,C142,NA,Clean site,1,1,ng/g,0.1047,NA,NA,sd,biological,1,1,0.058,<LOQ,NA,NA,1,ng/g,0.026755217,0.089184057,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E540,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFDoDA,12,NA,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,45.33091568,11.03,C141,NA,Contaminated site,1,1,ng/g,0.0802,<LOQ,NA,Not available bacause Mc/Me is below LOD/LOQ,NA,1,1,0.128,"No sd, as N = 1",NA,NA,1,ng/g,0.037026547,0.123421824,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E541,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFDoDA,12,NA,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,40.48582996,12.35,C142,NA,Clean site,1,1,ng/g,0.123,NA,NA,sd,biological,1,1,0.08,<LOQ,NA,NA,1,ng/g,0.037026547,0.123421824,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E542,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFHxS,6,linear,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,45.33091568,11.03,C141,NA,Contaminated site,6,6,ng/g,0.5991,NA,0.2053,sd,biological,6,6,0.387,NA,0.079,biological,1,ng/g,0.023508736,0.078362453,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E543,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFHxS,6,linear,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,40.48582996,12.35,C142,NA,Clean site,1,1,ng/g,0.123,<LOQ,NA,Not available bacause Mc/Me is below LOD/LOQ,NA,1,1,0.081,"No sd, as N = 1",NA,NA,1,ng/g,0.023508736,0.078362453,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E544,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFOS,8,linear,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,45.33091568,11.03,C141,NA,Contaminated site,6,6,ng/g,5.05,NA,0.4637,sd,biological,6,6,5.533,NA,0.829,biological,1,ng/g,0.023185477,0.077284922,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E545,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFOS,8,linear,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,40.48582996,12.35,C142,NA,Clean site,6,6,ng/g,0.1917,NA,0.2129,sd,biological,6,6,0.192,NA,0.236,biological,1,ng/g,0.023185477,0.077284922,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E546,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFOS_Total,8,total,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,45.33091568,11.03,C141,NA,Contaminated site,6,6,ng/g,5.6833,NA,0.4792,sd,biological,6,6,5.867,NA,0.885,biological,1,ng/g,0.023185477,0.077284922,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E547,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,PFOS_Total,8,total,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,40.48582996,12.35,C142,NA,Clean site,6,6,ng/g,0.3433,NA,0.3228,sd,biological,6,6,0.218,NA,0.249,biological,1,ng/g,0.023185477,0.077284922,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E548,Blue swimmer crab,Portunus armatus,invertebrate,crustacea,NA,FOSA,8,NA,No,Boiling,water-based,in saltwater (8.5 g/L),100,420,Yes,No,NA,500,500,45.33091568,11.03,C141,NA,Contaminated site,6,6,ng/g,0.3112,NA,0.1413,sd,biological,6,6,0.322,NA,0.099,biological,1,ng/g,0.034582913,0.115276378,Dependent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,Authors replied,
F011,Taylor_2019,2019,Australia,E549,School prawn,Metapenaeus macleayi,invertebrate,crustacea,NA,PFHpA,7,NA,Yes,Boiling,water-based,in saltwater (8.5 g/L),100,240,Yes,No,NA,500,500,7.737542556,64.62,C143,NA,Contaminated site,10,1,ng/g,0.0802,<LOQ,NA,Not available bacause Mc/Me is below LOD/LOQ,NA,10,1,0.128,NA,NA,biological,1,ng/g,0.01867491,0.0622497,Independent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,"Authors replied, shrimp sample sizes in paper at 10 per group, we used sample sizes as reported in the main text (conservative sample sizes), although the actual PFAS concentrations were from the raw data provided by the author.",
F011,Taylor_2019,2019,Australia,E550,School prawn,Metapenaeus macleayi,invertebrate,crustacea,NA,PFOA,8,NA,Yes,Boiling,water-based,in saltwater (8.5 g/L),100,240,Yes,No,NA,500,500,7.737542556,64.62,C143,NA,Contaminated site,10,1,ng/g,0.2229,NA,0.0668,sd,biological,10,1,0.469,NA,0.104,biological,1,ng/g,0.014519809,0.048399364,Independent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,"Authors replied, shrimp sample sizes in paper at 10 per group, we used sample sizes as reported in the main text (conservative sample sizes), although the actual PFAS concentrations were from the raw data provided by the author.",
F011,Taylor_2019,2019,Australia,E551,School prawn,Metapenaeus macleayi,invertebrate,crustacea,NA,PFNA,9,NA,Yes,Boiling,water-based,in saltwater (8.5 g/L),100,240,Yes,No,NA,500,500,7.737542556,64.62,C143,NA,Contaminated site,10,1,ng/g,0.091,<LOQ,NA,Not available bacause Mc/Me is below LOD/LOQ,NA,10,1,0.233,NA,0.037,biological,1,ng/g,0.036013573,0.120045244,Independent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,"Authors replied, shrimp sample sizes in paper at 10 per group, we used sample sizes as reported in the main text (conservative sample sizes), although the actual PFAS concentrations were from the raw data provided by the author.",
F011,Taylor_2019,2019,Australia,E552,School prawn,Metapenaeus macleayi,invertebrate,crustacea,NA,PFDA,10,NA,Yes,Boiling,water-based,in saltwater (8.5 g/L),100,240,Yes,No,NA,500,500,7.737542556,64.62,C143,NA,Contaminated site,10,1,ng/g,0.0854,<LOQ,NA,Not available bacause Mc/Me is below LOD/LOQ,NA,10,1,0.188,NA,0.053,biological,1,ng/g,0.039417906,0.131393021,Independent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,"Authors replied, shrimp sample sizes in paper at 10 per group, we used sample sizes as reported in the main text (conservative sample sizes), although the actual PFAS concentrations were from the raw data provided by the author.",
F011,Taylor_2019,2019,Australia,E553,School prawn,Metapenaeus macleayi,invertebrate,crustacea,NA,PFHxS,6,linear,Yes,Boiling,water-based,in saltwater (8.5 g/L),100,240,Yes,No,NA,500,500,7.737542556,64.62,C143,NA,Contaminated site,10,1,ng/g,2.3305,NA,1.3905,sd,biological,10,1,6.316,NA,1.628,biological,1,ng/g,0.023508736,0.078362453,Independent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,"Authors replied, shrimp sample sizes in paper at 10 per group, we used sample sizes as reported in the main text (conservative sample sizes), although the actual PFAS concentrations were from the raw data provided by the author.",
F011,Taylor_2019,2019,Australia,E554,School prawn,Metapenaeus macleayi,invertebrate,crustacea,NA,PFOS,8,linear,Yes,Boiling,water-based,in saltwater (8.5 g/L),100,240,Yes,No,NA,500,500,7.737542556,64.62,C143,NA,Contaminated site,10,1,ng/g,7.4167,NA,2.8414,sd,biological,10,1,16.167,NA,3.869,biological,1,ng/g,0.023185477,0.077284922,Independent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,"Authors replied, shrimp sample sizes in paper at 10 per group, we used sample sizes as reported in the main text (conservative sample sizes), although the actual PFAS concentrations were from the raw data provided by the author.",
F011,Taylor_2019,2019,Australia,E555,School prawn,Metapenaeus macleayi,invertebrate,crustacea,NA,PFOS,8,linear,Yes,Boiling,water-based,in saltwater (8.5 g/L),100,240,Yes,No,NA,500,500,12.53761284,39.88,C144,NA,Clean site,10,1,ng/g,0.056,NA,0.0133,sd,biological,10,1,0.118,NA,0.029,biological,1,ng/g,0.023185477,0.077284922,Independent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,"Authors replied, shrimp sample sizes in paper at 10 per group, we used sample sizes as reported in the main text (conservative sample sizes), although the actual PFAS concentrations were from the raw data provided by the author.",
F011,Taylor_2019,2019,Australia,E556,School prawn,Metapenaeus macleayi,invertebrate,crustacea,NA,PFOS_Total,8,total,Yes,Boiling,water-based,in saltwater (8.5 g/L),100,240,Yes,No,NA,500,500,7.737542556,64.62,C143,NA,Contaminated site,10,1,ng/g,9.95,NA,3.4291,sd,biological,10,1,21.8333,NA,5.076,biological,1,ng/g,0.023185477,0.077284922,Independent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,"Authors replied, shrimp sample sizes in paper at 10 per group, we used sample sizes as reported in the main text (conservative sample sizes), although the actual PFAS concentrations were from the raw data provided by the author.",
F011,Taylor_2019,2019,Australia,E557,School prawn,Metapenaeus macleayi,invertebrate,crustacea,NA,PFOS_Total,8,total,Yes,Boiling,water-based,in saltwater (8.5 g/L),100,240,Yes,No,NA,500,500,12.53761284,39.88,C144,NA,Clean site,10,1,ng/g,0.0618,NA,0.0182,sd,biological,10,1,0.148,NA,0.031,biological,1,ng/g,0.023185477,0.077284922,Independent,Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota,Yes,"Authors replied, shrimp sample sizes in paper at 10 per group, we used sample sizes as reported in the main text (conservative sample sizes), although the actual PFAS concentrations were from the raw data provided by the author.",
F013,Vassiliadou_2015,2015,Greece,E557,Anchovy,Engraulis encrasicolus,vertebrate,marine fish,72.74,PFUnDA,11,NA,Yes,Frying,oil-based,NA,170,NA,No,Yes,olive oil,300,300,0.9,333.3333333,C145,Shared control,NA,7.666666667,1,ng/g,1.5,NA,0.04,sd,technical,7.666666667,1,1.75,NA,0.05,technical,1,ng/g,0.7,2.11,Independent,Table 3,No,"Authors replied, we received liquid/fish ratio in personal communication from author, mass might not be correct as it back-calculated from averages (not included in paper). For sample sizes, there are no sample sizes per treatment. They only provide the total number of specimens before dividing them up equally for each treatment. ","ML - why ""Se_technical_biological"" is coded as ""sd""? ""If_technical_how_many"" needs a number. Shared control between differend cooking methods"
F013,Vassiliadou_2015,2015,Greece,E558,Anchovy,Engraulis encrasicolus,vertebrate,marine fish,72.74,PFDoDA,12,NA,No,Frying,oil-based,NA,170,NA,No,Yes,olive oil,300,300,0.9,333.3333333,C145,Shared control,NA,7.666666667,1,ng/g,1.86,NA,0.19,sd,technical,7.666666667,1,2.99,NA,0.22,technical,1,ng/g,0.2,0.59,Independent,Table 3,No,"Authors replied, we received liquid/fish ratio in personal communication from author, mass might not be correct as it back-calculated from averages (not included in paper). For sample sizes, there are no sample sizes per treatment. They only provide the total number of specimens before dividing them up equally for each treatment. ",
