"Study_ID","Author_year","Publication_year","Country_firstAuthor","Effect_ID","Species_common","Species_Scientific","Invertebrate_vertebrate","Weight_sample_g","PFAS_type","PFAS_carbon_chain","linear_total","Choice_of_9","Cooking_method","Cooking_Category","Comments_cooking","Temperature_in_Celsius","Length_cooking_time_in_s","Water","Oil","Oil_type","Volume_liquid_ml","Cohort_ID","Cohort_comment","Nc","Pooled_Nc","Unit_PFAS_conc","Mc","Mc_comment","Sc","sd","Sc_technical_biological","Ne","Pooled_Ne","Me","Me_comment","Se","Se_technical_biological","If_technical_how_many","Unit_LOD_LOQ","LOD","LOQ","Design","DataSource","Raw_data_provided","General_comments","checked"
"F010","Sungur_2019",2019,"Turkey","E468","Atlantic mackerel","Scomber scombrus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in olive oil",160,900,"No","Yes","olive oil",300,"C108","NA",10,1,"ng/g",0.786,"NA",0.001,"sd","technical",10,1,0.402,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E469","Atlantic mackerel","Scomber scombrus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in olive oil",160,1200,"No","Yes","olive oil",300,"C109","NA",10,1,"ng/g",0.786,"NA",0.001,"sd","technical",10,1,0.097,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E470","Atlantic mackerel","Scomber scombrus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in sunflower oil",160,600,"No","Yes","sunflower oil",300,"C110","NA",10,1,"ng/g",0.786,"NA",0.001,"sd","technical",10,1,0.618,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E471","Atlantic mackerel","Scomber scombrus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in sunflower oil",160,900,"No","Yes","sunflower oil",300,"C111","NA",10,1,"ng/g",0.786,"NA",0.001,"sd","technical",10,1,0.246,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E472","Atlantic mackerel","Scomber scombrus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in sunflower oil",160,1200,"No","Yes","sunflower oil",300,"C112","NA",10,1,"ng/g",0.786,"NA",0.001,"sd","technical",10,1,0.089,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E473","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","NA",100,600,"Yes","No","NA",300,"C113","NA",10,1,"ng/g",0.108,"NA",0.001,"sd","technical",10,1,0.098,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E474","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","NA",100,900,"Yes","No","NA",300,"C114","NA",10,1,"ng/g",0.108,"NA",0.001,"sd","technical",10,1,0.062,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E475","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","NA",100,1200,"Yes","No","NA",300,"C115","NA",10,1,"ng/g",0.108,"NA",0.001,"sd","technical",10,1,0.043,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E476","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOA",8,"NA","Yes","Baking","No liquid","NA",160,600,"No","No","NA",NA,"C116","NA",10,1,"ng/g",0.108,"NA",0.001,"sd","technical",10,1,0.08,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E477","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOA",8,"NA","Yes","Baking","No liquid","NA",160,900,"No","No","NA",NA,"C117","NA",10,1,"ng/g",0.108,"NA",0.001,"sd","technical",10,1,0.06,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E478","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOA",8,"NA","Yes","Baking","No liquid","NA",160,1200,"No","No","NA",NA,"C118","NA",10,1,"ng/g",0.108,"NA",0.001,"sd","technical",10,1,0.045,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E479","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in olive oil",160,600,"No","Yes","olive oil",300,"C119","NA",10,1,"ng/g",0.108,"NA",0.001,"sd","technical",10,1,0.098,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E480","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in olive oil",160,900,"No","Yes","olive oil",300,"C120","NA",10,1,"ng/g",0.108,"NA",0.001,"sd","technical",10,1,0.07,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E481","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in olive oil",160,1200,"No","Yes","olive oil",300,"C121","NA",10,1,"ng/g",0.108,"NA",0.001,"sd","technical",10,1,0.034,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E482","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in sunflower oil",160,600,"No","Yes","sunflower oil",300,"C122","NA",10,1,"ng/g",0.108,"NA",0.001,"sd","technical",10,1,0.065,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E483","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in sunflower oil",160,900,"No","Yes","sunflower oil",300,"C123","NA",10,1,"ng/g",0.108,"NA",0.001,"sd","technical",10,1,0.058,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E484","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in sunflower oil",160,1200,"No","Yes","sunflower oil",300,"C124","NA",10,1,"ng/g",0.108,"NA",0.001,"sd","technical",10,1,0.032,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E485","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOS",8,"linear","Yes","Boiling","water-based","NA",100,600,"Yes","No","NA",300,"C113","NA",10,1,"ng/g",0.274,"NA",0.001,"sd","technical",10,1,0.154,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E486","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOS",8,"linear","Yes","Boiling","water-based","NA",100,900,"Yes","No","NA",300,"C114","NA",10,1,"ng/g",0.274,"NA",0.001,"sd","technical",10,1,0.108,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E487","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOS",8,"linear","Yes","Boiling","water-based","NA",100,1200,"Yes","No","NA",300,"C115","NA",10,1,"ng/g",0.274,"NA",0.001,"sd","technical",10,1,0.092,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E488","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOS",8,"linear","Yes","Baking","No liquid","NA",160,600,"No","No","NA",NA,"C116","NA",10,1,"ng/g",0.274,"NA",0.001,"sd","technical",10,1,0.147,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E489","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOS",8,"linear","Yes","Baking","No liquid","NA",160,900,"No","No","NA",NA,"C117","NA",10,1,"ng/g",0.274,"NA",0.001,"sd","technical",10,1,0.102,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E490","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOS",8,"linear","Yes","Baking","No liquid","NA",160,1200,"No","No","NA",NA,"C118","NA",10,1,"ng/g",0.274,"NA",0.001,"sd","technical",10,1,0.094,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E491","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in olive oil",160,600,"No","Yes","olive oil",300,"C119","NA",10,1,"ng/g",0.274,"NA",0.001,"sd","technical",10,1,0.126,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E492","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in olive oil",160,900,"No","Yes","olive oil",300,"C120","NA",10,1,"ng/g",0.274,"NA",0.001,"sd","technical",10,1,0.099,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E493","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in olive oil",160,1200,"No","Yes","olive oil",300,"C121","NA",10,1,"ng/g",0.274,"NA",0.001,"sd","technical",10,1,0.052,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E494","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in sunflower oil",160,600,"No","Yes","sunflower oil",300,"C122","NA",10,1,"ng/g",0.274,"NA",0.001,"sd","technical",10,1,0.102,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E495","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in sunflower oil",160,900,"No","Yes","sunflower oil",300,"C123","NA",10,1,"ng/g",0.274,"NA",0.001,"sd","technical",10,1,0.076,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E496","Pike-perch","Dicentrarchus labrax","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in sunflower oil",160,1200,"No","Yes","sunflower oil",300,"C124","NA",10,1,"ng/g",0.274,"NA",0.001,"sd","technical",10,1,0.049,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E497","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","NA",100,600,"Yes","No","NA",300,"C125","NA",10,1,"ng/g",0.181,"NA",0.001,"sd","technical",10,1,0.145,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E498","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","NA",100,900,"Yes","No","NA",300,"C126","NA",10,1,"ng/g",0.181,"NA",0.001,"sd","technical",10,1,0.113,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E499","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","NA",100,1200,"Yes","No","NA",300,"C127","NA",10,1,"ng/g",0.181,"NA",0.001,"sd","technical",10,1,0.054,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E500","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOA",8,"NA","Yes","Baking","No liquid","NA",160,600,"No","No","NA",NA,"C128","NA",10,1,"ng/g",0.181,"NA",0.001,"sd","technical",10,1,0.152,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E501","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOA",8,"NA","Yes","Baking","No liquid","NA",160,900,"No","No","NA",NA,"C129","NA",10,1,"ng/g",0.181,"NA",0.001,"sd","technical",10,1,0.128,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E502","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOA",8,"NA","Yes","Baking","No liquid","NA",160,1200,"No","No","NA",NA,"C130","NA",10,1,"ng/g",0.181,"NA",0.001,"sd","technical",10,1,0.061,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E503","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in olive oil",160,600,"No","Yes","olive oil",300,"C131","NA",10,1,"ng/g",0.181,"NA",0.001,"sd","technical",10,1,0.122,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E504","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in olive oil",160,900,"No","Yes","olive oil",300,"C132","NA",10,1,"ng/g",0.181,"NA",0.001,"sd","technical",10,1,0.092,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E505","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in olive oil",160,1200,"No","Yes","olive oil",300,"C133","NA",10,1,"ng/g",0.181,"NA",0.001,"sd","technical",10,1,0.049,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E506","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in sunflower oil",160,600,"No","Yes","sunflower oil",300,"C134","NA",10,1,"ng/g",0.181,"NA",0.001,"sd","technical",10,1,0.118,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E507","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in sunflower oil",160,900,"No","Yes","sunflower oil",300,"C135","NA",10,1,"ng/g",0.181,"NA",0.001,"sd","technical",10,1,0.089,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E508","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in sunflower oil",160,1200,"No","Yes","sunflower oil",300,"C136","NA",10,1,"ng/g",0.181,"NA",0.001,"sd","technical",10,1,0.044,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E509","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOS",8,"linear","Yes","Boiling","water-based","NA",100,600,"Yes","No","NA",300,"C125","NA",10,1,"ng/g",0.476,"NA",0.001,"sd","technical",10,1,0.357,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E510","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOS",8,"linear","Yes","Boiling","water-based","NA",100,900,"Yes","No","NA",300,"C126","NA",10,1,"ng/g",0.476,"NA",0.001,"sd","technical",10,1,0.21,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E511","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOS",8,"linear","Yes","Boiling","water-based","NA",100,1200,"Yes","No","NA",300,"C127","NA",10,1,"ng/g",0.476,"NA",0.001,"sd","technical",10,1,0.092,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E512","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOS",8,"linear","Yes","Baking","No liquid","NA",160,600,"No","No","NA",NA,"C128","NA",10,1,"ng/g",0.476,"NA",0.001,"sd","technical",10,1,0.256,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E513","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOS",8,"linear","Yes","Baking","No liquid","NA",160,900,"No","No","NA",NA,"C129","NA",10,1,"ng/g",0.476,"NA",0.001,"sd","technical",10,1,0.184,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E514","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOS",8,"linear","Yes","Baking","No liquid","NA",160,1200,"No","No","NA",NA,"C130","NA",10,1,"ng/g",0.476,"NA",0.001,"sd","technical",10,1,0.099,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E515","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in olive oil",160,600,"No","Yes","olive oil",300,"C131","NA",10,1,"ng/g",0.476,"NA",0.001,"sd","technical",10,1,0.344,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E516","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in olive oil",160,900,"No","Yes","olive oil",300,"C132","NA",10,1,"ng/g",0.476,"NA",0.001,"sd","technical",10,1,0.148,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E517","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in olive oil",160,1200,"No","Yes","olive oil",300,"C133","NA",10,1,"ng/g",0.476,"NA",0.001,"sd","technical",10,1,0.082,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E518","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in sunflower oil",160,600,"No","Yes","sunflower oil",300,"C134","NA",10,1,"ng/g",0.476,"NA",0.001,"sd","technical",10,1,0.341,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E519","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in sunflower oil",160,900,"No","Yes","sunflower oil",300,"C135","NA",10,1,"ng/g",0.476,"NA",0.001,"sd","technical",10,1,0.192,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E520","Mediterranean sand smelt","Atherina hepsetus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in sunflower oil",160,1200,"No","Yes","sunflower oil",300,"C136","NA",10,1,"ng/g",0.476,"NA",0.001,"sd","technical",10,1,0.054,"NA",0.001,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E521","Dusky flathead","Platycephalus fuscus","vertebrate",NA,"PFHxS",6,"linear","Yes","Baking","oil-based","NA",75,600,"No","Yes","olive oil",20,"C137","Contaminated site",4,4,"ng/g",0.9673,"NA",1.0026,"sd","biological",4,4,1.4745,"NA",1.743,"biological",1,"ng/g","0.023508736","0.078362453","Shared control","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied","ML - check empty fields, why SE/SD field is NA?"
"F011","Taylor_2019",2019,"Australia","E522","Dusky flathead","Platycephalus fuscus","vertebrate",NA,"PFOS",8,"linear","Yes","Baking","oil-based","NA",75,600,"No","Yes","olive oil",20,"C137","Contaminated site",6,6,"ng/g",75.636,"NA",133.7,"sd","biological",6,6,84.5499,"NA",130.5,"biological",1,"ng/g","0.023185477","0.077284922","Shared control","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E523","Dusky flathead","Platycephalus fuscus","vertebrate",NA,"PFOS",8,"linear","Yes","Baking","oil-based","NA",75,600,"No","Yes","olive oil",20,"C138","Clean site",3,3,"ng/g",0.0894,"NA",0.0339,"sd","biological",3,3,0.121,"NA",0.039,"biological",1,"ng/g","0.023185477","0.077284922","Shared control","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E526","Dusky flathead","Platycephalus fuscus","vertebrate",NA,"PFDS",10,"linear","Yes","Baking","oil-based","NA",75,600,"No","Yes","olive oil",20,"C137","Contaminated site",2,2,"ng/g",0.1391,"NA",0.0247,"sd","biological",2,2,0.376,"NA",0.024,"biological",1,"ng/g","0.030122517","0.10040839","Shared control","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E527","Dusky flathead","Platycephalus fuscus","vertebrate",NA,"FOSA",8,"NA","Yes","Baking","oil-based","NA",75,600,"No","Yes","olive oil",20,"C137","Contaminated site",2,2,"ng/g",0.0749,"<LOQ",NA,"Not available bacause Mc/Me is  below LOD/LOQ","NA",2,2,0.1985,"NA",0.012,"biological",1,"ng/g","0.034582913","0.115276378","Shared control","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E528","Dusky flathead","Platycephalus fuscus","vertebrate",NA,"PFHxS",6,"linear","Yes","Frying","oil-based","NA",82,120,"No","Yes","olive oil",40,"C140","Contaminated site",5,5,"ng/g",0.7841,"NA",0.9602,"sd","biological",5,5,0.8414,"NA",1.042,"biological",1,"ng/g","0.023508736","0.078362453","Shared control","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E529","Dusky flathead","Platycephalus fuscus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","NA",82,120,"No","Yes","olive oil",40,"C139","Contaminated site",6,6,"ng/g",75.636,"NA",133.7,"sd","biological",6,6,70.8427,"NA",106,"biological",1,"ng/g","0.023185477","0.077284922","Shared control","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E530","Dusky flathead","Platycephalus fuscus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","NA",82,120,"No","Yes","olive oil",40,"C140","Clean site",2,2,"ng/g",0.109,"NA",0.0014,"sd","biological",2,2,0.2005,"NA",0.073,"biological",1,"ng/g","0.023185477","0.077284922","Shared control","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E533","Dusky flathead","Platycephalus fuscus","vertebrate",NA,"FOSA",8,"NA","Yes","Frying","oil-based","NA",82,120,"No","Yes","olive oil",40,"C139","Contaminated site",4,4,"ng/g",0.107,"NA",0.0397,"sd","biological",4,4,0.254,"NA",0.132,"biological",1,"ng/g","0.034582913","0.115276378","Shared control","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E534","Blue swimmer crab","Portunus armatus","invertebrate",NA,"PFHxA",6,"linear","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C141","Contaminated site",3,3,"ng/g",0.1513,"NA",0.0306,"sd","biological",3,3,0.07292,"NA",0.021,"biological",1,"ng/g","0.028099467","0.093664888","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E535","Blue swimmer crab","Portunus armatus","invertebrate",NA,"PFHpA",7,"NA","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C141","Contaminated site",6,6,"ng/g",0.207,"NA",0.1445,"sd","biological",6,6,0.10865,"NA",0.052,"biological",1,"ng/g","0.01867491","0.0622497","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E536","Blue swimmer crab","Portunus armatus","invertebrate",NA,"PFOA",8,"NA","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C141","Contaminated site",6,6,"ng/g",0.4279,"NA",0.2601,"sd","biological",6,6,0.2316,"NA",0.107,"biological",1,"ng/g","0.014519809","0.048399364","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E537","Blue swimmer crab","Portunus armatus","invertebrate",NA,"PFOA",8,"NA","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C142","Clean site",4,4,"ng/g",0.0433,"NA",0.0137,"sd","biological",4,4,0.07122,"NA",0.066,"biological",1,"ng/g","0.014519809","0.048399364","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
